con1,region,tam_loc,tiene_sistema_tren,sexo,edad,escolaridad,ingreso_familiar,condicion_actividad,tiene_auto,modo_principal,tp_eficiente,tp_rapido,tp_barato,tp_seguro,tp_comodo,contamina_su_modo,contamina_aire
601,region_2,menos_2500,si,mujer,18-24,primaria,2-3sm,no_ocupado,no,ninguno,eficiente,lento,caro,inseguro,comodo,poco,poco
602,region_2,menos_2500,si,hombre,35-44,ninguna,1-2sm,ocupado,no,ninguno,eficiente,lento,caro,inseguro,incomodo,algo,algo
603,region_2,15mil_99999,si,hombre,55-64,secundaria,no_declaro,ocupado,no,ninguno,eficiente,rapido,barato,seguro,comodo,poco,mucho
604,region_2,15mil_99999,si,hombre,55-64,secundaria,no_declaro,ocupado,no,ninguno,eficiente,rapido,barato,seguro,comodo,algo,mucho
605,region_2,15mil_99999,si,hombre,65+,primaria,no_declaro,no_ocupado,no,demanda,eficiente,rapido,barato,seguro,comodo,poco,mucho
607,region_2,100mil_mas,si,mujer,45-54,secundaria,2-3sm,no_ocupado,no,ninguno,eficiente,rapido,caro,inseguro,comodo,mucho,mucho
608,region_2,100mil_mas,si,mujer,65+,universidad,no_declaro,no_ocupado,no,ninguno,eficiente,rapido,barato,seguro,comodo,mucho,mucho
609,region_2,100mil_mas,si,mujer,55-64,ninguna,no_declaro,no_ocupado,no,ninguno,eficiente,rapido,caro,inseguro,comodo,mucho,mucho
610,region_2,100mil_mas,si,mujer,55-64,preparatoria,no_declaro,no_ocupado,no,ninguno,eficiente,rapido,caro,seguro,comodo,poco,poco
611,region_2,100mil_mas,si,mujer,35-44,secundaria,2-3sm,no_ocupado,no,ninguno,eficiente,rapido,barato,seguro,comodo,poco,mucho
612,region_2,100mil_mas,si,hombre,65+,ninguna,no_declaro,no_ocupado,no,ninguno,eficiente,rapido,barato,seguro,comodo,mucho,mucho
613,region_2,100mil_mas,si,mujer,55-64,secundaria,mas_6sm,ocupado,no,ninguno,eficiente,rapido,caro,inseguro,incomodo,mucho,mucho
614,region_2,100mil_mas,si,hombre,18-24,secundaria,no_declaro,no_ocupado,no,ninguno,eficiente,rapido,barato,seguro,incomodo,algo,mucho
615,region_2,100mil_mas,si,mujer,45-54,primaria,no_declaro,no_ocupado,no,camion,eficiente,rapido,barato,seguro,comodo,algo,mucho
616,region_2,100mil_mas,si,mujer,25-34,ninguna,2-3sm,no_ocupado,no,masivo,eficiente,rapido,caro,seguro,comodo,algo,mucho
618,region_2,100mil_mas,si,mujer,25-34,preparatoria,4-5sm,no_ocupado,no,ninguno,eficiente,rapido,caro,inseguro,incomodo,mucho,mucho
619,region_2,100mil_mas,si,mujer,25-34,preparatoria,no_declaro,ocupado,no,ninguno,eficiente,rapido,caro,seguro,comodo,no_contamina,algo
620,region_2,100mil_mas,si,mujer,18-24,secundaria,no_declaro,no_ocupado,no,ninguno,eficiente,rapido,caro,inseguro,incomodo,algo,mucho
621,region_2,15mil_99999,si,mujer,65+,ninguna,no_declaro,no_ocupado,no,ninguno,eficiente,rapido,barato,seguro,comodo,algo,poco
622,region_2,15mil_99999,si,mujer,25-34,primaria,2-3sm,no_ocupado,no,activo,eficiente,rapido,barato,inseguro,incomodo,algo,mucho
623,region_2,15mil_99999,si,hombre,45-54,preparatoria,mas_6sm,ocupado,no,camion,eficiente,lento,caro,inseguro,incomodo,algo,mucho
624,region_1,15mil_99999,no,mujer,35-44,primaria,no_declaro,no_ocupado,no,ninguno,eficiente,rapido,caro,seguro,comodo,no_contamina,nada
625,region_1,15mil_99999,no,mujer,65+,ninguna,no_declaro,no_ocupado,no,colectivo,eficiente,rapido,barato,seguro,comodo,poco,nada
626,region_1,15mil_99999,no,hombre,65+,ninguna,no_declaro,no_ocupado,no,ninguno,eficiente,rapido,barato,seguro,comodo,no_contamina,nada
627,region_1,15mil_99999,no,hombre,25-34,secundaria,2-3sm,ocupado,no,colectivo,eficiente,rapido,caro,inseguro,comodo,poco,nada
628,region_1,15mil_99999,no,mujer,45-54,secundaria,no_declaro,no_ocupado,no,particular,eficiente,rapido,barato,seguro,comodo,no_contamina,nada
629,region_1,15mil_99999,no,hombre,45-54,secundaria,2-3sm,ocupado,no,ninguno,eficiente,lento,barato,seguro,comodo,no_contamina,nada
630,region_1,15mil_99999,no,mujer,25-34,primaria,3-4sm,ocupado,no,ninguno,eficiente,rapido,caro,inseguro,incomodo,no_contamina,nada
631,region_1,15mil_99999,no,mujer,25-34,primaria,mas_6sm,ocupado,no,particular,eficiente,rapido,barato,seguro,comodo,no_contamina,nada
632,region_1,15mil_99999,no,hombre,55-64,primaria,1-2sm,ocupado,no,colectivo,eficiente,rapido,barato,seguro,comodo,no_contamina,nada
633,region_1,2500_14999,no,hombre,65+,ninguna,no_declaro,no_ocupado,no,ninguno,eficiente,rapido,barato,seguro,comodo,no_contamina,poco
634,region_1,2500_14999,no,hombre,65+,ninguna,no_declaro,ocupado,no,ninguno,eficiente,rapido,barato,seguro,comodo,no_contamina,nada
635,region_1,2500_14999,no,hombre,65+,ninguna,no_declaro,no_ocupado,no,ninguno,eficiente,rapido,barato,seguro,comodo,no_contamina,poco
636,region_1,2500_14999,no,hombre,65+,ninguna,mas_6sm,no_ocupado,no,ninguno,eficiente,rapido,barato,seguro,comodo,no_contamina,poco
637,region_1,2500_14999,no,hombre,65+,ninguna,no_declaro,no_ocupado,no,ninguno,eficiente,rapido,caro,seguro,comodo,no_contamina,poco
638,region_1,2500_14999,no,hombre,65+,ninguna,no_declaro,ocupado,no,ninguno,eficiente,rapido,caro,seguro,incomodo,algo,poco
639,region_1,2500_14999,no,mujer,45-54,ninguna,no_declaro,ocupado,no,ninguno,eficiente,rapido,barato,seguro,comodo,algo,algo
640,region_1,2500_14999,no,hombre,35-44,ninguna,1-2sm,ocupado,no,ninguno,eficiente,rapido,barato,seguro,comodo,no_contamina,poco
641,region_1,2500_14999,no,mujer,45-54,secundaria,5-6sm,no_ocupado,no,ninguno,eficiente,rapido,barato,seguro,comodo,no_contamina,poco
642,region_1,2500_14999,no,hombre,35-44,secundaria,2-3sm,ocupado,no,ninguno,eficiente,rapido,barato,seguro,comodo,poco,algo
643,region_1,2500_14999,no,mujer,55-64,ninguna,4-5sm,no_ocupado,no,ninguno,eficiente,rapido,barato,seguro,comodo,algo,poco
644,region_1,2500_14999,no,hombre,65+,ninguna,no_declaro,ocupado,no,ninguno,eficiente,rapido,barato,seguro,comodo,poco,algo
645,region_1,2500_14999,no,mujer,55-64,ninguna,1-2sm,ocupado,no,ninguno,eficiente,lento,barato,seguro,comodo,poco,algo
646,region_1,2500_14999,no,mujer,55-64,primaria,menos_1sm,no_ocupado,no,ninguno,eficiente,lento,barato,seguro,comodo,mucho,mucho
647,region_1,2500_14999,no,mujer,25-34,secundaria,3-4sm,no_ocupado,no,ninguno,eficiente,rapido,barato,seguro,comodo,poco,mucho
648,region_1,15mil_99999,no,hombre,45-54,secundaria,5-6sm,ocupado,no,camion,eficiente,rapido,barato,seguro,comodo,poco,algo
649,region_1,15mil_99999,no,mujer,65+,primaria,no_declaro,no_ocupado,no,colectivo,eficiente,rapido,caro,inseguro,incomodo,algo,nada
650,region_3,100mil_mas,si,hombre,25-34,preparatoria,mas_6sm,ocupado,no,masivo,eficiente,rapido,barato,seguro,comodo,algo,mucho
651,region_3,100mil_mas,si,hombre,55-64,primaria,5-6sm,ocupado,no,otros,eficiente,rapido,barato,seguro,comodo,algo,mucho
653,region_4,menos_2500,no,hombre,45-54,secundaria,3-4sm,ocupado,no,ninguno,eficiente,rapido,caro,inseguro,comodo,poco,nada
654,region_4,menos_2500,no,mujer,65+,ninguna,no_declaro,no_ocupado,no,demanda,eficiente,rapido,caro,seguro,comodo,algo,algo
655,region_4,menos_2500,no,hombre,65+,secundaria,no_declaro,no_ocupado,no,ninguno,eficiente,lento,caro,inseguro,incomodo,mucho,poco
656,region_1,2500_14999,no,mujer,18-24,secundaria,1-2sm,no_ocupado,no,camion,eficiente,rapido,caro,inseguro,incomodo,mucho,mucho
657,region_1,2500_14999,no,hombre,45-54,secundaria,5-6sm,ocupado,no,demanda,eficiente,rapido,caro,seguro,comodo,poco,poco
658,region_1,2500_14999,no,mujer,35-44,secundaria,2-3sm,no_ocupado,no,camion,eficiente,rapido,caro,seguro,comodo,poco,poco
659,region_1,2500_14999,no,mujer,18-24,secundaria,menos_1sm,no_ocupado,no,camion,eficiente,rapido,caro,seguro,comodo,poco,nada
660,region_1,2500_14999,no,mujer,35-44,secundaria,2-3sm,no_ocupado,no,colectivo,eficiente,rapido,caro,seguro,comodo,poco,nada
661,region_1,100mil_mas,no,hombre,35-44,secundaria,2-3sm,ocupado,no,camion,eficiente,rapido,caro,inseguro,incomodo,poco,algo
662,region_1,100mil_mas,no,mujer,55-64,primaria,no_declaro,no_ocupado,no,ninguno,eficiente,lento,caro,inseguro,incomodo,poco,algo
663,region_1,100mil_mas,no,mujer,25-34,secundaria,1-2sm,ocupado,no,camion,eficiente,lento,caro,inseguro,incomodo,mucho,poco
664,region_1,2500_14999,no,mujer,18-24,secundaria,no_declaro,no_ocupado,no,ninguno,eficiente,rapido,barato,seguro,comodo,poco,algo
665,region_1,2500_14999,no,mujer,35-44,secundaria,2-3sm,no_ocupado,no,camion,eficiente,rapido,barato,inseguro,incomodo,algo,poco
666,region_1,2500_14999,no,mujer,45-54,secundaria,1-2sm,no_ocupado,no,camion,eficiente,lento,barato,inseguro,incomodo,poco,algo
667,region_1,2500_14999,no,mujer,35-44,secundaria,5-6sm,no_ocupado,no,camion,eficiente,rapido,caro,seguro,comodo,algo,poco
668,region_1,2500_14999,no,mujer,25-34,preparatoria,3-4sm,ocupado,no,camion,eficiente,rapido,caro,inseguro,incomodo,poco,poco
669,region_1,2500_14999,no,mujer,35-44,secundaria,2-3sm,no_ocupado,no,camion,eficiente,lento,caro,inseguro,comodo,poco,algo
670,region_1,2500_14999,no,hombre,45-54,secundaria,3-4sm,ocupado,no,ninguno,eficiente,lento,barato,inseguro,incomodo,algo,algo
671,region_1,2500_14999,no,mujer,35-44,secundaria,4-5sm,no_ocupado,no,ninguno,eficiente,rapido,barato,seguro,comodo,no_contamina,poco
672,region_4,100mil_mas,no,mujer,25-34,preparatoria,2-3sm,no_ocupado,no,colectivo,eficiente,rapido,barato,inseguro,incomodo,poco,poco
673,region_4,100mil_mas,no,hombre,18-24,secundaria,mas_6sm,no_ocupado,no,colectivo,eficiente,rapido,barato,seguro,comodo,poco,poco
674,region_4,100mil_mas,no,hombre,65+,secundaria,mas_6sm,no_ocupado,no,ninguno,eficiente,lento,barato,seguro,incomodo,mucho,algo
675,region_4,100mil_mas,no,hombre,35-44,preparatoria,2-3sm,ocupado,no,demanda,eficiente,rapido,barato,seguro,comodo,mucho,mucho
676,region_4,100mil_mas,no,mujer,45-54,secundaria,mas_6sm,ocupado,no,ninguno,eficiente,rapido,barato,seguro,comodo,algo,algo
677,region_4,100mil_mas,no,mujer,55-64,secundaria,mas_6sm,ocupado,no,ninguno,eficiente,rapido,barato,seguro,comodo,mucho,poco
678,region_1,menos_2500,no,mujer,65+,ninguna,2-3sm,no_ocupado,no,camion,eficiente,rapido,barato,seguro,comodo,algo,poco
679,region_3,100mil_mas,no,hombre,35-44,secundaria,5-6sm,ocupado,no,camion,eficiente,rapido,caro,inseguro,comodo,no_contamina,poco
680,region_3,100mil_mas,no,hombre,45-54,primaria,2-3sm,ocupado,no,ninguno,eficiente,rapido,barato,seguro,comodo,algo,poco
682,region_3,100mil_mas,no,hombre,18-24,secundaria,4-5sm,ocupado,no,ninguno,eficiente,rapido,barato,seguro,comodo,poco,poco
683,region_3,100mil_mas,no,mujer,25-34,secundaria,3-4sm,no_ocupado,no,camion,eficiente,rapido,barato,seguro,comodo,poco,poco
684,region_3,100mil_mas,no,hombre,25-34,universidad,2-3sm,ocupado,no,camion,eficiente,rapido,barato,seguro,comodo,algo,poco
685,region_3,100mil_mas,no,mujer,35-44,primaria,3-4sm,ocupado,no,camion,eficiente,rapido,barato,inseguro,comodo,mucho,algo
686,region_3,menos_2500,no,mujer,45-54,ninguna,no_declaro,no_ocupado,no,ninguno,eficiente,lento,caro,seguro,comodo,algo,poco
687,region_3,menos_2500,no,hombre,25-34,universidad,no_declaro,ocupado,no,ninguno,eficiente,rapido,barato,seguro,comodo,poco,algo
688,region_3,menos_2500,no,hombre,65+,preparatoria,no_declaro,no_ocupado,no,ninguno,eficiente,lento,barato,seguro,comodo,algo,algo
689,region_3,menos_2500,no,mujer,35-44,preparatoria,no_declaro,ocupado,no,ninguno,eficiente,rapido,caro,inseguro,incomodo,algo,poco
690,region_3,menos_2500,no,mujer,45-54,primaria,no_declaro,ocupado,no,particular,eficiente,lento,barato,inseguro,incomodo,algo,algo
691,region_3,2500_14999,no,hombre,65+,ninguna,no_declaro,no_ocupado,no,camion,eficiente,rapido,caro,inseguro,incomodo,mucho,mucho
692,region_3,2500_14999,no,mujer,25-34,secundaria,4-5sm,no_ocupado,no,camion,eficiente,rapido,barato,seguro,comodo,mucho,mucho
694,region_3,100mil_mas,no,mujer,18-24,secundaria,4-5sm,ocupado,no,camion,eficiente,lento,barato,inseguro,incomodo,mucho,mucho
695,region_3,100mil_mas,no,hombre,65+,universidad,mas_6sm,ocupado,no,ninguno,eficiente,lento,caro,seguro,comodo,algo,algo
697,region_3,100mil_mas,no,hombre,25-34,preparatoria,2-3sm,ocupado,no,particular,eficiente,rapido,caro,inseguro,comodo,algo,algo
698,region_3,100mil_mas,no,mujer,18-24,preparatoria,2-3sm,no_ocupado,no,camion,eficiente,rapido,barato,seguro,comodo,algo,algo
699,region_3,100mil_mas,no,mujer,18-24,secundaria,mas_6sm,no_ocupado,no,camion,eficiente,rapido,caro,inseguro,comodo,algo,poco
700,region_3,100mil_mas,no,hombre,65+,secundaria,no_declaro,no_ocupado,no,ninguno,eficiente,rapido,barato,seguro,comodo,poco,poco
701,region_3,100mil_mas,no,mujer,55-64,ninguna,no_declaro,no_ocupado,no,ninguno,eficiente,lento,barato,seguro,comodo,mucho,algo
702,region_3,menos_2500,no,mujer,35-44,ninguna,2-3sm,no_ocupado,no,particular,eficiente,rapido,barato,inseguro,incomodo,no_contamina,nada
703,region_3,menos_2500,no,hombre,55-64,ninguna,1-2sm,ocupado,no,particular,eficiente,rapido,barato,seguro,comodo,no_contamina,nada
704,region_3,menos_2500,no,hombre,65+,ninguna,no_declaro,ocupado,no,activo,eficiente,rapido,barato,seguro,comodo,no_contamina,nada
705,region_3,menos_2500,no,mujer,65+,ninguna,mas_6sm,no_ocupado,no,camion,eficiente,lento,caro,seguro,comodo,no_contamina,poco
706,region_3,menos_2500,no,mujer,65+,ninguna,mas_6sm,no_ocupado,no,ninguno,eficiente,rapido,barato,seguro,incomodo,poco,poco
708,region_3,menos_2500,no,hombre,35-44,ninguna,1-2sm,ocupado,no,ninguno,eficiente,rapido,barato,seguro,comodo,algo,nada
709,region_3,menos_2500,no,mujer,35-44,primaria,2-3sm,ocupado,no,ninguno,eficiente,lento,barato,inseguro,incomodo,poco,nada
710,region_3,15mil_99999,no,mujer,25-34,primaria,no_declaro,no_ocupado,no,camion,eficiente,rapido,barato,inseguro,incomodo,algo,algo
711,region_1,menos_2500,no,mujer,55-64,ninguna,2-3sm,no_ocupado,no,camion,eficiente,lento,caro,seguro,incomodo,algo,poco
712,region_1,menos_2500,no,mujer,55-64,primaria,5-6sm,ocupado,no,ninguno,eficiente,rapido,caro,inseguro,comodo,algo,algo
713,region_1,menos_2500,no,mujer,45-54,secundaria,no_declaro,no_ocupado,no,ninguno,eficiente,rapido,caro,inseguro,comodo,algo,nada
714,region_1,menos_2500,no,hombre,45-54,universidad,no_declaro,no_ocupado,no,ninguno,eficiente,rapido,caro,seguro,comodo,poco,nada
715,region_1,menos_2500,no,mujer,25-34,primaria,1-2sm,no_ocupado,no,camion,eficiente,rapido,caro,seguro,incomodo,poco,poco
716,region_1,menos_2500,no,mujer,55-64,primaria,5-6sm,no_ocupado,no,demanda,eficiente,rapido,caro,seguro,comodo,poco,poco
717,region_1,menos_2500,no,mujer,45-54,ninguna,2-3sm,no_ocupado,no,ninguno,eficiente,lento,caro,seguro,comodo,algo,nada
718,region_1,menos_2500,no,hombre,25-34,preparatoria,1-2sm,ocupado,no,otros,eficiente,rapido,barato,seguro,comodo,poco,poco
719,region_4,2500_14999,no,hombre,25-34,secundaria,4-5sm,ocupado,no,colectivo,eficiente,rapido,barato,seguro,comodo,poco,poco
720,region_4,2500_14999,no,mujer,25-34,primaria,1-2sm,no_ocupado,no,demanda,eficiente,rapido,barato,inseguro,incomodo,no_contamina,nada
721,region_4,2500_14999,no,mujer,25-34,secundaria,2-3sm,no_ocupado,no,ninguno,eficiente,rapido,barato,seguro,comodo,no_contamina,nada
722,region_4,2500_14999,no,mujer,18-24,secundaria,menos_1sm,no_ocupado,no,demanda,eficiente,rapido,barato,seguro,comodo,no_contamina,nada
723,region_4,2500_14999,no,mujer,45-54,ninguna,1-2sm,no_ocupado,no,camion,eficiente,rapido,barato,seguro,comodo,no_contamina,nada
724,region_4,2500_14999,no,hombre,65+,ninguna,3-4sm,no_ocupado,no,ninguno,eficiente,rapido,barato,seguro,comodo,poco,poco
725,region_4,2500_14999,no,mujer,65+,ninguna,mas_6sm,no_ocupado,no,otros,eficiente,rapido,barato,seguro,comodo,no_contamina,poco
726,region_4,2500_14999,no,hombre,55-64,ninguna,no_declaro,ocupado,no,ninguno,eficiente,rapido,barato,seguro,comodo,no_contamina,poco
727,region_4,2500_14999,no,mujer,45-54,ninguna,menos_1sm,ocupado,no,ninguno,eficiente,rapido,barato,seguro,comodo,no_contamina,nada
728,region_4,2500_14999,no,hombre,25-34,secundaria,menos_1sm,ocupado,no,ninguno,eficiente,rapido,barato,seguro,comodo,poco,poco
730,region_3,2500_14999,no,mujer,35-44,secundaria,3-4sm,no_ocupado,no,camion,eficiente,lento,caro,seguro,comodo,mucho,poco
731,region_3,2500_14999,no,mujer,45-54,secundaria,4-5sm,ocupado,no,ninguno,eficiente,lento,caro,seguro,incomodo,algo,algo
733,region_1,15mil_99999,no,hombre,18-24,secundaria,no_declaro,no_ocupado,no,particular,eficiente,lento,caro,seguro,incomodo,poco,poco
741,region_4,100mil_mas,no,hombre,35-44,secundaria,4-5sm,ocupado,no,colectivo,eficiente,lento,barato,inseguro,incomodo,poco,poco
742,region_4,100mil_mas,no,mujer,25-34,preparatoria,1-2sm,no_ocupado,no,colectivo,eficiente,rapido,barato,seguro,comodo,algo,algo
743,region_2,100mil_mas,si,hombre,35-44,primaria,2-3sm,ocupado,no,colectivo,eficiente,rapido,barato,seguro,incomodo,poco,nada
744,region_2,100mil_mas,si,hombre,18-24,secundaria,no_declaro,no_ocupado,no,camion,eficiente,rapido,barato,seguro,comodo,algo,algo
745,region_1,15mil_99999,si,mujer,45-54,primaria,mas_6sm,ocupado,no,ninguno,eficiente,lento,caro,seguro,comodo,poco,poco
746,region_2,2500_14999,si,hombre,25-34,ninguna,no_declaro,no_ocupado,no,demanda,eficiente,rapido,barato,seguro,comodo,no_contamina,nada
747,region_2,2500_14999,si,hombre,35-44,secundaria,2-3sm,ocupado,no,colectivo,eficiente,rapido,caro,seguro,comodo,algo,nada
748,region_2,2500_14999,si,hombre,35-44,secundaria,4-5sm,ocupado,no,camion,eficiente,rapido,barato,seguro,comodo,poco,poco
749,region_3,2500_14999,no,hombre,18-24,preparatoria,5-6sm,ocupado,no,camion,eficiente,rapido,barato,inseguro,incomodo,mucho,algo
750,region_1,menos_2500,no,hombre,35-44,secundaria,2-3sm,ocupado,no,camion,eficiente,lento,caro,seguro,comodo,mucho,nada
751,region_1,menos_2500,no,mujer,65+,ninguna,no_declaro,no_ocupado,no,ninguno,eficiente,rapido,barato,seguro,comodo,algo,nada
752,region_1,menos_2500,no,mujer,45-54,secundaria,3-4sm,no_ocupado,no,camion,eficiente,lento,caro,seguro,comodo,algo,poco
753,region_2,100mil_mas,si,hombre,55-64,universidad,no_declaro,ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,poco,poco
754,region_3,100mil_mas,no,hombre,35-44,preparatoria,mas_6sm,ocupado,si,particular,ineficiente,lento,barato,seguro,comodo,algo,algo
755,region_3,100mil_mas,no,hombre,18-24,secundaria,mas_6sm,ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,algo,algo
756,region_3,100mil_mas,no,hombre,65+,preparatoria,no_declaro,no_ocupado,si,ninguno,ineficiente,lento,caro,seguro,comodo,poco,poco
757,region_1,15mil_99999,si,mujer,35-44,primaria,3-4sm,no_ocupado,si,ninguno,ineficiente,lento,caro,seguro,incomodo,algo,poco
758,region_4,100mil_mas,no,hombre,25-34,universidad,mas_6sm,ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,algo,algo
759,region_3,100mil_mas,no,hombre,35-44,preparatoria,4-5sm,ocupado,si,particular,ineficiente,lento,caro,inseguro,comodo,algo,algo
760,region_2,100mil_mas,si,mujer,45-54,secundaria,mas_6sm,ocupado,si,colectivo,ineficiente,lento,barato,inseguro,incomodo,algo,algo
761,region_2,100mil_mas,si,hombre,65+,universidad,mas_6sm,ocupado,si,masivo,ineficiente,lento,barato,inseguro,incomodo,mucho,algo
762,region_1,100mil_mas,no,mujer,35-44,secundaria,mas_6sm,ocupado,si,particular,ineficiente,rapido,barato,inseguro,incomodo,poco,algo
763,region_2,100mil_mas,si,mujer,45-54,preparatoria,no_declaro,no_ocupado,si,masivo,ineficiente,lento,caro,inseguro,incomodo,mucho,mucho
764,region_2,100mil_mas,si,hombre,25-34,preparatoria,mas_6sm,ocupado,si,camion,ineficiente,lento,barato,inseguro,incomodo,algo,algo
765,region_3,100mil_mas,no,mujer,25-34,preparatoria,2-3sm,ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,no_contamina,poco
766,region_3,100mil_mas,no,mujer,25-34,secundaria,4-5sm,no_ocupado,si,camion,ineficiente,lento,caro,inseguro,incomodo,algo,algo
767,region_1,15mil_99999,no,mujer,25-34,preparatoria,mas_6sm,no_ocupado,si,camion,ineficiente,lento,barato,seguro,incomodo,no_contamina,algo
768,region_2,100mil_mas,si,hombre,35-44,secundaria,2-3sm,ocupado,si,camion,ineficiente,lento,barato,inseguro,incomodo,poco,algo
769,region_1,2500_14999,no,mujer,65+,ninguna,2-3sm,no_ocupado,si,colectivo,ineficiente,lento,caro,inseguro,incomodo,poco,poco
770,region_3,100mil_mas,no,hombre,55-64,preparatoria,mas_6sm,ocupado,si,particular,ineficiente,lento,barato,inseguro,incomodo,poco,poco
771,region_3,2500_14999,no,hombre,35-44,secundaria,4-5sm,ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,poco,poco
772,region_3,100mil_mas,no,hombre,35-44,preparatoria,mas_6sm,ocupado,si,particular,ineficiente,lento,barato,inseguro,incomodo,algo,algo
773,region_3,15mil_99999,no,mujer,25-34,ninguna,mas_6sm,no_ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,poco,poco
774,region_2,100mil_mas,si,hombre,45-54,universidad,mas_6sm,ocupado,si,masivo,ineficiente,lento,caro,inseguro,incomodo,poco,poco
775,region_3,100mil_mas,no,hombre,55-64,preparatoria,5-6sm,no_ocupado,si,particular,ineficiente,rapido,barato,seguro,comodo,algo,algo
776,region_3,15mil_99999,no,mujer,35-44,preparatoria,mas_6sm,no_ocupado,si,particular,ineficiente,rapido,caro,seguro,incomodo,poco,algo
777,region_1,15mil_99999,si,hombre,35-44,secundaria,3-4sm,ocupado,si,particular,ineficiente,lento,barato,seguro,incomodo,no_contamina,nada
778,region_2,15mil_99999,si,hombre,35-44,preparatoria,mas_6sm,ocupado,si,particular,ineficiente,lento,barato,inseguro,incomodo,algo,poco
779,region_2,100mil_mas,si,hombre,35-44,universidad,mas_6sm,ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,algo,mucho
780,region_3,2500_14999,no,hombre,25-34,secundaria,2-3sm,ocupado,si,otros,ineficiente,lento,caro,inseguro,incomodo,poco,poco
781,region_1,15mil_99999,si,mujer,35-44,secundaria,3-4sm,ocupado,si,particular,ineficiente,lento,barato,inseguro,incomodo,poco,nada
782,region_1,menos_2500,no,mujer,25-34,secundaria,1-2sm,no_ocupado,si,particular,ineficiente,rapido,caro,inseguro,incomodo,poco,nada
783,region_4,100mil_mas,no,hombre,25-34,secundaria,2-3sm,ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,algo,poco
784,region_3,2500_14999,no,mujer,25-34,secundaria,3-4sm,ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,poco,poco
785,region_1,menos_2500,no,hombre,25-34,secundaria,3-4sm,ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,poco,algo
786,region_2,100mil_mas,si,hombre,45-54,preparatoria,mas_6sm,ocupado,si,masivo,ineficiente,lento,caro,inseguro,incomodo,poco,algo
788,region_3,100mil_mas,no,hombre,45-54,universidad,mas_6sm,ocupado,si,particular,ineficiente,rapido,barato,inseguro,incomodo,algo,poco
789,region_3,100mil_mas,no,hombre,25-34,preparatoria,3-4sm,ocupado,si,ninguno,ineficiente,lento,caro,inseguro,incomodo,mucho,algo
790,region_3,100mil_mas,no,mujer,25-34,preparatoria,5-6sm,ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,mucho,algo
791,region_3,100mil_mas,no,hombre,35-44,secundaria,3-4sm,ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,algo,algo
792,region_3,100mil_mas,no,mujer,35-44,secundaria,no_declaro,no_ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,algo,algo
793,region_2,100mil_mas,si,hombre,55-64,universidad,mas_6sm,ocupado,si,particular,ineficiente,lento,barato,inseguro,incomodo,algo,algo
794,region_1,100mil_mas,si,mujer,45-54,secundaria,3-4sm,no_ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,poco,algo
795,region_1,100mil_mas,si,hombre,35-44,universidad,3-4sm,ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,mucho,mucho
796,region_3,15mil_99999,no,mujer,35-44,secundaria,4-5sm,no_ocupado,si,particular,ineficiente,lento,barato,inseguro,incomodo,poco,poco
797,region_1,100mil_mas,si,hombre,18-24,universidad,no_declaro,ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,no_contamina,algo
798,region_3,15mil_99999,no,hombre,18-24,universidad,mas_6sm,ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,poco,poco
799,region_3,100mil_mas,no,mujer,35-44,preparatoria,no_declaro,no_ocupado,si,ninguno,ineficiente,lento,caro,inseguro,incomodo,poco,poco
800,region_1,2500_14999,no,hombre,18-24,preparatoria,4-5sm,ocupado,si,camion,ineficiente,lento,caro,inseguro,incomodo,no_contamina,nada
801,region_2,15mil_99999,si,hombre,25-34,preparatoria,3-4sm,ocupado,si,particular,ineficiente,rapido,caro,inseguro,incomodo,no_contamina,poco
802,region_1,100mil_mas,no,hombre,55-64,secundaria,4-5sm,ocupado,si,camion,ineficiente,rapido,caro,inseguro,incomodo,algo,mucho
803,region_1,100mil_mas,si,mujer,55-64,primaria,4-5sm,no_ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,algo,nada
804,region_2,100mil_mas,si,hombre,25-34,universidad,4-5sm,ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,poco,algo
805,region_1,2500_14999,no,hombre,35-44,secundaria,3-4sm,ocupado,si,demanda,ineficiente,lento,caro,inseguro,incomodo,algo,poco
806,region_1,15mil_99999,si,hombre,25-34,secundaria,3-4sm,no_ocupado,si,particular,ineficiente,rapido,caro,inseguro,incomodo,no_contamina,nada
